500 125000
329 187 8
333 112 8
281 187 12
423 187 7
242 303 17
193 493 11
284 173 2
67 251 5
411 319 8
471 12 10
122 2 20
407 483 6
436 54 5
105 144 18
496 382 1
143 162 1
124 330 19
292 122 15
314 189 5
0 435 12
134 164 2
394 454 20
59 472 16
276 54 5
173 499 12
315 397 3
185 434 11
441 237 1
13 393 19
88 478 7
285 470 8
171 282 18
39 241 12
206 154 6
335 167 6
92 314 8
331 19 13
287 162 20
53 349 7
459 371 1
374 240 7
100 69 1
300 445 18
170 115 20
424 83 12
408 443 16
467 93 12
188 427 4
371 113 15
479 181 3
413 37 18
74 200 12
326 483 15
173 438 13
478 499 6
164 405 7
79 41 5
455 15 9
228 39 15
115 45 2
493 150 5
298 57 18
116 160 12
77 370 1
57 202 18
387 155 7
383 361 18
216 151 18
324 202 15
311 279 13
142 123 10
259 14 2
59 298 14
445 89 9
209 473 10
342 383 3
346 436 13
25 268 1
78 116 17
31 314 20
416 146 20
435 484 1
417 286 4
413 161 7
76 43 16
262 203 3
279 275 10
242 192 15
75 423 12
390 86 7
353 61 19
364 105 1
441 37 5
54 133 7
36 407 4
332 43 3
403 71 12
112 282 15
53 16 15
489 328 7
21 132 14
106 5 5
433 2 9
1 363 20
54 256 12
244 124 19
448 262 1
171 214 15
266 38 1
102 252 5
364 238 11
179 334 19
176 7 8
405 468 3
135 205 12
276 49 12
293 356 3
452 308 11
75 122 14
284 212 19
340 154 5
454 232 1
144 424 16
34 437 9
469 29 13
414 423 19
125 414 2
322 10 1
41 475 8
474 351 9
32 130 16
120 494 20
167 186 20
41 143 8
317 282 18
31 220 11
486 297 13
332 373 12
107 404 2
111 419 1
110 245 5
470 302 5
230 406 14
12 251 11
204 244 10
400 367 12
411 315 17
107 486 13
67 336 1
134 240 18
67 484 4
226 255 20
437 275 19
194 387 5
351 305 14
86 497 12
473 45 3
401 189 15
278 14 10
196 164 15
437 300 19
254 141 4
151 229 14
342 74 12
487 76 2
323 102 19
343 249 4
283 110 12
205 280 14
58 443 17
305 485 6
418 297 1
494 127 10
414 20 7
421 280 2
63 486 18
412 463 13
153 444 9
245 62 1
473 284 14
331 36 17
487 47 9
343 17 6
452 326 20
247 203 10
379 479 3
345 192 17
114 451 20
404 310 1
71 275 7
405 85 2
344 343 1
256 405 5
474 367 5
414 352 16
224 477 9
394 9 3
358 87 14
329 36 12
88 228 5
384 473 16
337 356 10
10 323 10
233 11 17
473 147 10
392 186 19
56 382 6
15 367 2
277 369 12
186 309 7
460 445 17
442 276 19
417 334 16
241 114 15
371 140 13
72 388 19
452 324 1
395 292 9
405 367 10
379 111 13
6 426 19
471 243 17
151 483 9
117 296 7
276 315 18
457 471 17
42 209 7
465 27 9
344 490 12
249 172 11
434 157 15
193 49 5
192 378 18
92 77 8
499 29 2
395 77 2
287 39 6
408 20 4
204 25 18
476 417 7
345 98 11
248 247 1
380 476 5
321 486 12
64 240 2
313 341 9
92 26 15
161 487 13
226 4 11
219 50 19
291 222 7
141 285 13
368 474 8
314 472 7
189 121 10
439 16 13
416 291 7
113 45 5
189 200 19
68 132 5
488 365 19
43 39 8
263 16 6
383 419 4
14 196 19
183 118 14
63 431 6
100 437 9
490 437 1
45 143 4
50 150 19
345 364 3
81 321 17
141 178 11
95 377 4
423 411 6
379 465 18
84 390 6
144 260 11
146 237 15
302 182 8
358 392 11
395 88 9
51 97 1
153 359 5
210 181 13
182 261 5
28 399 5
480 359 18
59 498 16
423 125 1
330 475 3
344 495 6
208 213 3
425 411 16
236 111 13
146 250 19
154 6 19
385 324 19
190 289 8
380 293 2
123 188 3
113 105 15
355 42 6
451 393 15
459 462 2
56 208 10
191 9 8
401 48 6
210 312 16
251 491 5
323 314 8
404 201 14
125 150 7
470 357 11
42 8 17
109 443 16
412 179 19
401 403 9
114 135 13
109 373 13
277 474 12
20 210 2
338 327 13
401 77 9
406 405 14
139 9 20
66 249 6
369 139 2
291 255 3
398 239 7
249 333 16
132 498 6
37 489 19
273 429 8
416 143 14
254 319 9
310 494 19
260 455 3
153 376 3
334 18 20
151 372 13
291 57 7
354 368 14
42 371 10
181 39 11
393 15 19
52 492 6
412 357 11
487 248 5
8 256 18
487 24 12
34 438 3
236 165 6
40 313 8
131 329 10
8 377 14
316 332 2
214 485 4
238 28 1
358 347 12
400 252 1
191 47 10
304 173 6
431 118 17
295 101 15
85 284 12
49 154 15
357 243 6
465 187 9
249 478 17
442 88 8
353 472 9
87 366 12
470 136 7
210 482 15
444 202 1
101 181 18
137 55 17
430 281 8
388 373 14
496 141 18
497 41 6
494 253 2
287 406 10
279 201 17
92 486 17
419 374 1
360 194 4
120 469 14
71 398 18
105 475 12
67 490 5
375 261 6
151 84 11
358 20 3
46 374 3
226 86 7
399 463 19
22 398 7
399 385 2
219 377 14
158 285 18
454 90 15
219 248 12
395 11 14
31 375 12
18 62 8
24 478 8
217 180 2
483 346 11
88 278 15
455 103 8
41 258 10
397 2 1
367 389 10
124 243 19
318 290 9
428 18 11
240 22 17
132 285 3
419 278 10
117 109 4
80 409 6
242 462 13
408 119 10
460 150 8
32 232 12
111 430 11
490 397 10
433 38 9
116 265 9
382 204 15
385 398 13
215 159 8
35 397 5
193 211 3
422 223 20
93 397 1
59 272 13
52 254 7
432 268 11
212 33 15
371 259 12
130 257 5
490 156 1
234 36 20
410 295 11
244 290 18
64 121 5
1 398 5
72 121 2
252 290 2
327 163 16
381 418 10
235 444 12
414 12 11
120 343 1
24 213 19
337 139 17
467 234 17
310 415 14
119 475 6
494 276 7
280 120 14
383 256 13
282 365 6
272 356 2
349 11 3
56 101 7
404 420 17
452 365 14
35 140 11
305 32 11
443 262 10
4 276 5
248 443 4
260 12 7
375 247 20
374 446 6
355 75 14
228 220 4
104 56 16
453 74 14
446 405 15
114 154 8
175 277 19
25 144 9
67 322 18
136 410 4
13 240 14
194 435 20
342 242 14
442 271 4
25 258 6
84 370 8
136 373 9
7 67 2
334 267 20
350 379 13
167 417 19
440 105 10
281 38 14
134 31 5
12 16 3
484 34 16
496 215 6
255 173 7
199 205 14
58 173 9
264 169 14
236 385 12
429 171 1
178 175 3
400 487 15
163 336 15
464 181 3
414 321 10
354 297 17
471 35 6
395 103 8
160 404 18
76 458 3
385 328 4
292 438 20
37 167 2
446 450 3
295 284 19
10 238 17
335 386 17
158 329 7
271 480 19
307 149 2
476 374 10
425 428 5
197 377 14
18 427 19
416 251 19
418 62 6
99 238 11
391 102 13
181 120 3
492 166 4
27 123 9
371 213 1
125 367 15
152 308 6
217 396 5
91 312 3
204 156 18
350 334 10
465 357 12
305 399 16
485 24 12
82 44 9
329 446 3
418 8 3
71 218 20
47 75 19
297 163 4
492 297 2
252 52 3
252 347 5
178 343 16
396 227 17
257 191 16
47 238 16
351 128 6
335 9 15
219 308 1
92 416 7
237 390 8
92 284 19
198 228 13
239 36 11
297 278 6
370 204 2
201 397 2
24 348 1
93 437 9
115 244 8
226 462 12
80 399 10
467 460 19
196 195 15
168 66 20
243 479 12
333 335 4
398 227 2
361 447 8
358 133 7
378 131 16
29 417 19
310 181 20
65 177 12
14 363 7
454 473 19
413 175 3
496 159 15
462 83 11
169 306 15
308 166 14
275 239 1
194 415 5
350 152 19
27 401 13
62 416 10
27 183 19
102 10 6
175 416 19
238 152 1
319 307 2
127 336 20
96 292 11
33 344 15
173 27 4
419 3 18
493 393 15
289 114 4
133 473 5
120 47 20
18 139 6
363 45 7
25 284 18
398 355 6
381 74 4
298 257 5
390 59 1
8 253 9
203 399 10
142 349 1
469 423 13
480 411 1
111 286 9
497 272 1
130 389 20
413 90 1
158 237 10
60 101 4
84 346 2
337 389 19
211 388 11
328 426 10
161 131 4
397 413 14
433 367 3
135 77 20
457 456 10
21 196 16
198 281 16
495 148 14
105 93 9
367 230 18
62 50 16
384 478 19
372 205 5
498 264 3
337 64 15
255 385 12
265 7 7
480 314 16
327 213 10
478 74 9
344 460 15
7 161 13
451 92 5
397 149 3
139 280 18
25 118 13
80 298 3
229 231 10
90 279 15
350 155 13
429 190 7
254 417 1
78 81 10
429 302 3
86 338 9
261 147 4
219 79 19
311 340 19
143 120 16
81 168 17
471 329 18
166 67 4
168 335 10
66 192 12
47 301 8
200 447 12
214 359 9
49 317 15
238 58 8
122 161 12
229 67 7
166 64 19
48 262 15
470 95 2
136 389 12
362 127 14
270 393 9
142 435 8
88 445 17
0 239 18
22 62 14
161 223 13
328 370 17
1 270 20
458 416 15
357 279 4
8 42 17
35 233 17
17 427 14
381 455 2
481 158 17
337 411 9
81 494 4
106 96 15
396 341 6
202 324 5
174 11 15
350 87 9
403 250 3
139 302 6
84 258 8
345 139 13
256 83 8
105 139 11
379 272 15
297 118 15
1 61 12
227 328 19
132 306 3
332 250 16
210 391 17
20 225 13
153 171 8
343 222 16
462 108 16
25 67 20
16 192 14
32 309 16
458 14 20
412 422 20
314 328 9
327 7 5
39 141 12
252 198 8
391 372 12
282 131 9
425 339 6
484 230 15
290 414 13
454 408 18
419 84 9
135 365 15
333 196 11
288 103 8
276 455 10
439 89 20
437 131 16
415 182 13
288 111 20
466 142 2
216 103 9
495 225 8
353 26 14
271 370 4
255 363 18
57 448 20
162 359 12
75 299 4
144 240 2
499 32 13
375 45 1
137 392 7
260 247 4
44 475 1
252 481 11
274 70 18
69 61 2
412 174 3
388 369 7
47 353 10
123 327 17
499 112 20
271 202 3
427 302 17
148 151 17
217 51 9
342 277 2
464 420 16
395 396 19
395 16 5
473 160 7
436 406 19
211 206 2
291 96 15
353 83 15
418 436 17
367 12 10
106 207 18
267 468 12
80 366 1
465 36 15
96 152 2
159 62 16
164 214 4
86 397 20
312 75 3
385 118 2
30 406 6
339 107 14
446 364 11
302 374 14
214 37 13
161 224 5
19 217 9
311 308 7
411 218 8
264 115 13
402 439 15
389 470 14
291 323 8
305 88 15
477 90 5
319 335 6
217 121 11
172 231 12
441 72 1
278 346 18
436 208 13
117 498 9
416 457 11
18 29 10
393 274 5
335 226 9
105 63 15
79 75 12
50 312 13
244 101 14
361 243 7
188 145 15
118 281 10
418 247 14
67 65 5
84 305 5
391 462 14
170 266 12
186 292 20
353 491 12
221 164 16
161 130 11
41 213 19
350 454 18
470 77 8
381 207 19
318 20 20
448 475 14
220 455 7
328 140 20
347 336 2
439 211 12
324 471 20
335 62 14
257 489 9
450 241 8
380 312 9
51 162 1
366 208 16
19 175 1
365 356 17
114 444 5
74 226 18
231 363 6
351 407 12
270 266 17
123 354 20
118 301 11
313 97 6
21 101 13
497 458 7
142 155 10
304 450 3
97 363 12
408 485 18
475 371 11
374 131 4
49 446 14
241 315 3
362 159 11
339 478 6
351 280 7
466 43 12
409 288 16
192 472 18
409 90 10
482 87 20
48 179 18
233 356 19
448 46 18
86 96 6
398 37 10
265 300 19
391 98 7
264 305 1
144 396 11
353 233 12
266 159 1
153 166 16
220 334 10
57 400 19
155 20 11
155 13 14
135 260 4
497 462 2
474 241 20
139 126 8
138 191 13
273 166 9
369 277 1
94 186 14
249 309 20
304 239 17
87 477 12
203 376 14
140 157 17
263 356 1
424 388 7
52 3 1
333 187 4
461 65 17
449 204 11
249 108 12
360 18 13
170 179 1
223 339 2
53 462 16
58 389 10
289 148 5
164 312 8
265 136 18
305 347 3
162 207 2
138 417 13
292 220 16
222 181 10
63 172 4
102 407 8
322 81 5
108 53 10
347 239 17
45 292 14
233 86 18
232 140 8
41 16 18
291 93 12
89 226 15
487 104 10
398 293 5
35 155 8
177 418 4
69 283 18
393 450 12
101 144 17
81 149 20
285 107 16
459 137 17
364 195 19
91 67 19
468 332 8
68 399 5
467 280 10
13 373 19
387 345 13
474 404 6
393 138 7
386 80 13
18 296 9
327 409 8
362 18 2
290 370 4
249 337 9
225 70 17
302 226 3
188 151 3
150 409 12
100 156 16
388 20 9
127 395 5
410 157 3
112 120 18
473 131 19
113 320 13
293 87 2
264 478 3
122 130 16
492 386 16
166 322 11
273 466 4
209 263 20
271 246 13
383 79 9
379 123 2
141 65 15
222 196 15
430 245 1
442 206 15
427 207 17
35 17 12
76 121 17
383 45 9
67 44 6
42 475 14
481 38 12
137 351 13
364 424 3
420 432 13
159 105 16
180 444 16
302 495 18
124 491 9
480 363 9
342 231 3
303 63 14
308 381 17
92 440 12
413 155 6
178 24 13
24 486 7
305 375 20
295 1 20
57 427 8
175 48 5
212 435 10
359 347 14
239 353 11
138 101 16
341 105 4
30 297 18
179 72 6
179 207 3
64 482 12
120 468 11
403 115 6
64 123 1
102 366 13
333 354 13
445 406 4
477 150 18
365 332 16
438 430 5
487 92 19
391 450 4
446 235 4
160 237 20
19 203 19
473 466 17
163 253 2
192 258 13
242 373 11
323 276 16
430 428 20
267 205 3
343 341 15
471 31 5
433 20 7
464 444 13
116 336 16
164 9 9
138 361 18
304 148 3
499 129 4
458 70 6
121 112 10
34 230 10
254 448 17
439 113 13
350 347 18
310 410 2
392 67 2
411 120 8
362 322 9
229 126 5
393 414 11
149 221 2
223 158 2
232 447 7
337 144 13
295 126 17
102 78 18
84 376 9
469 375 1
474 458 19
253 365 2
254 210 20
125 89 13
389 262 18
184 471 18
104 335 7
60 384 20
492 205 11
415 329 16
353 403 18
458 186 15
451 454 15
218 129 4
346 116 14
449 143 6
35 262 8
375 417 13
368 131 5
232 345 9
246 406 11
312 214 4
135 296 7
84 328 6
412 164 16
109 451 14
457 377 11
216 330 11
130 249 3
421 175 12
400 378 10
361 23 11
379 275 14
218 3 13
163 304 4
268 499 5
254 142 5
228 495 1
129 485 14
230 304 18
495 235 5
20 365 20
281 218 5
433 42 19
146 31 14
436 323 18
62 332 9
457 134 13
381 146 6
292 490 19
148 482 17
499 146 3
335 239 17
272 190 12
461 206 18
226 234 7
277 42 17
434 358 6
147 437 9
148 14 2
243 43 8
202 406 2
466 48 17
444 46 2
308 38 10
438 69 9
327 68 4
430 94 1
32 282 15
246 64 9
483 251 19
63 446 4
33 234 7
429 68 11
30 415 15
304 117 15
228 191 15
199 486 1
446 457 11
353 379 12
424 343 17
384 321 3
180 492 8
443 138 15
234 246 8
417 354 11
190 279 18
480 413 18
186 455 18
316 429 17
67 185 11
15 245 13
432 198 12
129 15 5
61 428 10
244 326 7
350 317 8
266 244 3
423 300 6
248 469 13
82 226 3
269 115 4
454 74 14
382 102 5
163 131 6
191 166 19
276 408 18
38 388 15
338 191 13
288 91 2
431 284 9
224 179 15
143 457 6
446 160 13
177 280 16
305 433 20
194 263 17
487 108 3
61 137 6
221 377 4
187 137 14
335 56 11
321 318 2
12 174 19
330 243 13
225 297 2
175 299 14
340 221 13
352 51 14
273 4 10
475 476 7
152 68 15
319 362 2
281 166 19
93 126 5
17 354 19
79 418 19
111 437 19
71 328 7
377 489 14
313 114 7
347 279 7
225 227 13
78 320 10
320 371 2
36 439 10
321 457 18
382 135 11
288 387 18
290 286 16
471 437 1
283 194 15
249 241 15
332 345 5
498 329 7
234 128 9
205 292 10
108 110 13
255 305 10
403 18 17
92 112 19
391 43 6
360 162 9
430 80 9
359 407 12
90 302 8
386 461 14
278 29 14
70 351 16
168 227 5
71 242 10
445 102 8
494 300 20
86 2 6
52 418 18
403 231 6
230 455 6
95 195 9
493 479 8
451 233 19
253 414 12
471 163 10
67 53 13
410 113 11
464 443 6
187 173 12
34 261 8
103 284 15
188 260 17
202 264 16
91 207 6
36 409 8
235 142 11
158 220 6
466 491 10
92 62 15
8 52 6
436 148 9
259 184 9
440 485 3
47 49 3
47 198 5
134 213 17
358 214 3
310 493 11
74 224 19
226 487 3
440 250 4
420 135 6
303 263 20
249 207 3
155 273 10
231 93 10
233 69 8
308 187 4
464 478 4
439 157 18
344 2 14
426 115 7
24 237 7
35 133 2
204 387 7
481 223 3
349 18 20
331 448 18
321 395 8
323 247 9
39 367 7
87 243 6
269 187 9
235 218 8
377 219 15
99 189 4
393 64 20
192 352 4
118 313 2
481 308 18
343 203 3
281 301 18
456 64 6
51 371 1
0 290 19
427 366 11
80 254 14
361 124 4
56 39 5
173 397 10
317 63 4
282 238 4
94 195 1
34 407 5
213 420 10
343 428 13
140 249 6
11 284 20
77 96 3
294 158 2
128 157 15
471 114 7
5 28 17
229 461 5
481 347 19
321 494 6
173 292 7
478 140 9
215 2 19
252 217 2
174 150 17
98 272 1
53 429 12
461 158 14
133 48 13
482 263 3
221 355 15
336 353 7
435 363 19
229 317 5
440 132 11
344 414 4
168 167 15
375 3 6
198 412 19
137 168 15
136 208 18
315 382 16
385 14 8
220 4 8
336 84 2
196 317 9
285 224 11
179 104 2
304 346 16
252 118 3
309 310 1
309 361 15
154 246 6
12 336 20
399 480 11
34 156 16
256 411 11
425 238 2
107 336 1
216 208 14
235 176 11
223 309 9
445 304 3
353 399 2
347 420 1
96 351 3
79 328 19
268 310 8
351 28 3
389 150 4
194 413 4
379 244 7
407 215 20
52 145 19
27 319 2
479 493 18
469 254 3
156 209 12
284 238 17
235 240 6
356 333 10
459 141 14
95 105 13
200 41 16
447 53 11
283 106 8
432 119 13
64 103 2
452 339 5
377 455 1
396 86 11
163 485 3
207 271 9
257 103 12
242 131 13
320 204 2
175 32 14
46 51 12
399 479 6
97 105 9
216 286 20
142 339 15
243 458 2
177 348 11
58 267 3
51 286 5
10 422 7
146 40 12
192 204 16
498 72 10
463 126 20
68 496 15
207 124 11
346 18 1
410 49 17
249 115 12
247 88 7
63 374 18
153 157 5
343 426 8
58 375 13
432 403 13
50 374 13
333 130 10
267 385 19
82 359 17
207 141 13
484 318 1
474 370 4
95 208 18
140 92 15
285 415 4
244 262 9
291 146 5
158 4 13
122 345 14
125 6 11
131 373 14
323 390 10
111 362 9
380 425 1
73 1 8
149 162 15
424 19 4
145 191 13
13 234 19
87 71 15
197 148 15
494 406 7
344 177 15
79 217 1
283 264 7
228 246 15
452 420 7
370 270 1
321 386 19
449 402 6
222 56 6
324 203 14
456 90 9
303 369 1
116 282 9
74 216 8
15 227 3
473 21 7
306 406 14
62 234 19
241 208 8
66 145 13
152 145 18
154 241 17
444 190 10
60 131 15
252 442 5
209 47 3
54 24 19
64 265 10
307 466 16
205 448 5
475 272 17
395 300 18
486 268 20
435 4 6
445 234 17
431 163 13
81 143 4
342 90 16
341 315 4
8 27 17
89 293 1
180 193 11
88 346 15
430 5 16
451 145 17
37 305 9
396 158 11
372 302 18
296 171 4
242 190 9
445 402 4
19 360 14
131 490 6
218 78 8
412 328 19
437 250 13
72 206 17
448 10 17
14 128 1
154 272 18
74 176 8
356 430 4
59 293 8
44 381 17
35 143 14
60 249 4
182 57 14
237 292 19
168 131 16
149 20 2
299 397 12
65 10 4
62 335 10
421 239 7
18 242 18
64 32 17
472 383 14
99 67 2
119 34 8
55 47 9
114 200 15
179 21 8
271 165 17
143 466 14
396 38 16
417 396 17
35 263 17
156 207 18
443 26 13
367 178 1
460 403 7
285 158 18
446 78 3
155 373 4
209 3 4
459 10 18
405 208 17
137 242 12
341 461 18
161 336 3
73 463 6
70 21 13
487 170 2
149 22 15
331 474 6
310 237 16
407 157 13
10 248 2
274 243 19
85 185 11
149 298 19
341 276 20
187 249 5
169 93 13
208 167 19
75 291 20
153 54 15
200 294 11
293 122 3
326 240 16
223 203 14
306 301 20
153 116 1
418 381 5
226 467 20
199 193 18
210 109 18
337 276 18
303 392 3
425 453 12
295 485 17
266 21 4
8 17 15
39 27 12
470 32 5
438 72 5
33 35 17
72 14 8
78 401 4
138 469 19
373 343 12
175 321 13
105 202 15
82 358 19
349 355 15
207 136 2
365 409 14
33 284 1
23 191 13
184 76 11
269 141 4
271 287 10
8 94 8
128 300 15
34 491 16
476 267 14
26 187 3
373 98 2
242 498 20
84 155 16
483 8 8
297 345 10
376 439 5
96 242 9
177 493 15
382 84 6
227 446 10
197 217 13
300 5 12
45 276 18
285 206 15
365 218 4
92 10 15
227 433 19
50 203 3
380 216 16
293 241 9
143 10 13
38 153 18
326 40 20
72 287 5
408 260 19
362 419 9
22 460 11
42 235 3
184 216 7
103 275 15
456 242 8
63 376 5
275 189 16
10 234 11
301 244 17
338 391 6
274 485 1
101 416 10
371 241 13
240 392 5
97 241 13
352 50 5
322 285 9
415 497 17
93 298 7
278 117 9
276 397 20
263 291 13
116 149 9
290 349 1
109 408 7
206 307 1
83 347 17
487 56 18
83 390 11
465 230 11
494 351 1
250 406 1
226 170 18
329 207 1
275 302 14
296 20 13
17 359 2
418 358 13
329 489 17
76 404 3
155 252 10
147 136 9
491 146 12
495 117 11
312 479 8
98 366 14
25 311 1
385 132 7
60 15 11
149 316 3
457 345 20
60 154 15
383 88 19
256 171 16
186 396 15
190 375 5
359 400 18
406 73 2
218 141 3
194 227 7
352 159 14
319 149 15
168 478 10
290 341 17
333 263 6
456 27 2
486 335 4
437 445 12
477 353 7
238 138 4
403 223 9
240 385 13
411 340 13
304 11 10
340 373 8
444 224 19
389 237 7
315 54 13
459 30 19
122 179 9
394 145 7
75 473 13
457 107 10
281 224 12
61 289 17
284 78 5
342 386 14
488 4 15
371 410 7
377 206 7
85 401 17
182 68 5
29 259 1
414 330 9
304 194 4
97 283 20
352 290 2
296 411 13
348 272 11
8 212 8
371 389 2
339 138 2
42 73 17
89 347 4
74 86 15
345 439 15
329 50 12
387 385 18
198 109 1
374 78 3
461 47 18
297 430 3
470 388 8
36 373 2
238 38 18
213 155 7
347 498 14
448 178 16
308 74 1
375 364 5
18 484 13
352 285 2
172 425 18
36 96 16
492 81 5
238 388 12
198 83 8
362 42 9
461 4 13
143 149 2
259 366 6
176 378 16
259 286 5
141 418 6
439 62 13
429 253 5
451 107 1
378 352 16
173 156 10
269 222 7
128 58 20
1 307 11
365 186 13
120 223 12
122 288 18
206 153 7
13 348 7
319 163 5
175 218 1
408 110 17
391 273 15
448 327 10
302 220 10
429 469 19
373 102 2
399 0 5
198 19 7
494 65 5
256 102 7
143 312 14
435 467 8
14 4 5
301 451 12
45 309 4
31 37 4
177 9 8
401 379 20
297 365 20
61 355 14
155 497 11
474 162 16
471 216 1
451 215 10
97 119 5
40 329 7
254 460 19
392 83 12
245 31 8
398 466 2
171 458 20
342 426 10
108 337 8
219 211 3
414 77 1
228 222 2
460 410 20
466 453 16
334 316 18
203 255 6
131 57 18
296 19 20
162 200 13
287 77 11
318 157 5
451 18 1
350 90 1
47 474 10
60 18 19
81 18 15
191 154 17
346 170 14
369 19 18
219 455 19
248 150 17
194 11 6
322 442 19
85 81 3
159 57 10
272 270 9
17 378 5
475 118 19
60 135 19
332 457 18
40 105 5
377 282 20
319 121 15
498 168 2
398 312 17
270 60 14
363 102 13
41 361 1
207 321 2
326 350 6
458 205 11
132 424 11
141 307 17
24 224 18
112 332 3
118 92 17
494 246 8
52 80 5
286 329 19
58 226 6
329 268 8
102 312 1
462 155 20
169 236 7
339 226 8
387 398 20
45 283 9
164 481 1
88 90 3
259 244 17
364 92 11
81 354 8
464 93 17
9 185 1
210 98 6
84 432 7
348 466 2
185 40 14
12 292 3
275 214 11
42 167 7
362 136 15
310 245 9
6 261 12
36 37 1
269 179 18
347 417 5
85 168 6
339 406 19
85 308 13
223 256 6
134 380 5
101 64 12
136 157 14
131 290 10
15 477 14
419 106 10
460 56 17
241 43 5
63 28 18
448 451 12
493 279 16
450 451 8
111 395 8
204 391 8
73 306 18
442 102 2
432 200 1
433 142 11
48 405 2
255 12 10
103 292 10
439 200 15
292 415 9
250 13 11
132 264 18
293 111 10
126 255 11
268 16 14
331 277 16
483 119 9
74 272 15
86 289 20
438 229 16
362 97 10
23 283 7
272 4 3
357 228 13
253 165 2
273 408 2
483 409 20
283 122 18
207 459 19
490 248 18
193 161 8
332 122 15
379 81 17
143 405 17
450 174 5
252 291 7
89 173 1
63 14 10
495 97 5
433 444 8
38 18 16
422 278 9
26 227 3
26 12 12
177 458 14
229 484 15
331 340 6
495 25 3
451 113 15
176 439 1
406 369 19
21 113 11
418 347 19
323 221 2
276 70 3
237 245 19
92 110 1
104 248 1
343 21 10
323 335 8
88 102 6
467 388 5
421 110 17
65 257 4
169 296 13
65 79 15
424 27 12
384 459 7
213 393 12
409 244 9
356 168 18
405 463 15
213 403 10
78 403 9
160 440 17
232 368 5
297 98 7
379 396 4
131 13 3
12 230 13
142 3 1
390 257 16
34 214 3
338 492 4
378 386 6
146 412 14
28 386 15
499 27 7
450 468 9
378 228 12
306 139 10
316 224 12
193 182 6
400 183 9
114 119 8
328 443 17
253 51 10
250 369 10
394 472 19
15 151 19
286 99 2
6 146 10
166 223 2
398 379 6
215 309 12
358 235 16
244 464 18
9 322 4
141 452 16
219 313 4
82 235 6
48 223 4
184 414 10
431 7 20
370 69 13
399 192 13
15 385 4
26 491 5
201 343 5
312 357 9
348 461 19
152 136 4
222 304 18
295 232 15
247 192 12
420 308 2
457 33 1
184 65 3
191 79 18
30 167 4
29 427 3
409 126 12
481 438 16
129 142 4
386 333 5
499 399 13
251 329 9
55 487 2
447 265 1
383 331 14
97 406 10
111 140 5
346 309 18
499 496 17
396 134 8
38 265 6
394 322 9
168 496 1
63 115 2
86 499 7
323 379 18
167 78 18
65 371 13
429 474 13
156 225 6
89 42 15
123 86 16
333 113 16
5 184 7
117 335 10
296 457 2
85 415 17
117 268 14
257 443 19
185 296 6
152 131 8
307 283 18
287 118 19
52 199 7
